CD20	CD24	CD27	CD38	IgD	id
14354	1286	575	562	2311	1631	1
14355	1176	272	649	2720	1475	1
14357	1081	562	315	2455	1669	1
14359	847	666	791	2845	1749	1
14361	1170	495	799	3111	1652	1
14364	3102	597	126	1702	1409	2
14366	1547	472	272	2916	1471	1
14367	1205	440	654	2318	1513	1
14368	3132	1364	1	2245	1642	2
14371	1631	535	1484	2526	1561	1
14372	1144	641	557	1811	1516	1
14373	1131	821	267	3268	1504	1
14374	1302	566	671	3167	1571	1
14375	1048	641	508	1290	1494	1
14376	3273	1396	1	1983	2025	2
14377	1157	696	1742	1976	1600	1
14378	1040	400	941	2398	1648	1
14379	3185	675	75	1178	1689	2
14381	1299	481	737	3081	1534	1
14383	1390	315	623	3136	1368	1
14384	1697	517	522	3088	1480	1
14385	1078	679	400	2812	1564	1
14386	3385	1395	772	2424	1882	2
14387	2546	1267	170	2024	1676	2
14389	780	526	780	2280	1569	1
14393	1191	459	289	1915	1073	1
14396	3127	1618	45	2344	1931	2
14398	3020	1579	1	2350	1577	2
14399	1290	724	950	3296	1613	1
14403	947	400	1066	1987	1494	1
14405	1443	544	1115	2659	1564	1
14409	895	526	571	2803	1537	1
14412	1557	700	526	2619	1442	1
14413	675	409	737	2693	1279	1
14414	875	400	662	1705	1482	1
14416	1253	351	700	2614	1464	1
14418	1430	1001	1747	2427	1599	1
14423	1170	549	818	2310	1330	1
14425	1546	662	708	2458	1410	1
14426	645	549	832	1912	1518	1
14427	1267	724	683	2294	1525	1
14428	1437	459	549	2867	1581	1
14430	3146	628	289	1997	1558	2
14433	1129	580	649	2575	1605	1
14436	1170	597	875	2965	1463	1
14440	1274	540	342	3128	1523	1
14441	1048	427	645	2019	1289	1
14443	1055	477	562	2302	1418	1
14445	1425	854	756	2255	1773	1
14446	2958	2046	302	733	1722	2
14448	1399	531	597	3040	1419	1
14450	2797	1124	1	1853	1639	2
14451	2912	1758	431	1944	1641	2
14453	1674	584	1053	3006	1671	1
14454	3045	1657	1	2191	1452	2
14455	1284	459	696	1600	1610	1
14456	1685	768	1286	2065	1645	1
14458	2540	1607	60	1813	1292	2
14459	1081	662	799	2996	1608	1
14460	3236	1231	293	2333	1673	2
14464	1071	346	431	1866	1279	1
14466	1164	320	588	2182	1436	1
14467	944	557	679	2512	1549	1
14469	1015	566	724	3183	1677	1
14470	2530	1053	302	2123	1748	2
14472	1015	692	481	2739	1436	1
14473	1428	941	756	2711	1601	1
14477	1071	641	899	2772	1571	1
14478	1267	409	459	2575	1595	1
14479	1018	649	486	2756	1553	1
14482	1153	531	1101	3105	1638	1
14483	1235	741	671	2884	1394	1
14484	1037	708	2465	2159	1479	1
14487	1516	422	377	2180	1409	1
14488	3076	836	1	2179	1727	2
14491	1366	597	535	2892	1476	1
14492	1224	562	267	2596	1344	1
14494	1385	490	549	2235	1725	1
14495	3165	1471	1	2178	1855	2
14496	1634	619	263	3132	1601	1
14497	1310	513	566	2477	1339	1
14498	3025	1486	1	1890	1357	2
14499	1482	687	977	2966	1430	1
14500	3140	1328	1	2096	1341	2
14501	3023	1752	138	2220	1183	2
14502	3248	1698	1	2466	1637	2
14503	2886	1061	118	2127	1539	2
14504	1413	459	1	3257	1468	1
14506	956	628	829	2808	1233	1
14509	1172	562	566	2567	1448	1
14511	3384	1574	8	2420	1710	2
14512	3442	1874	1	1195	2033	2
14513	1170	712	683	1890	1469	1
14518	1713	549	658	3204	1659	1
14519	3023	1740	179	1596	1373	2
14524	806	632	499	1716	1373	1
14528	1108	729	1914	2806	1480	1
14529	1758	449	276	3205	1700	1
14530	1423	675	745	3066	1460	1
14537	1743	843	1446	2213	1820	1
14538	1253	566	593	2588	1691	1
14542	1228	440	400	2624	1733	1
14544	3336	1407	526	2121	1423	2
14548	1409	666	687	1996	1555	1
14551	3233	889	23	1917	1688	2
14552	1575	776	1568	2246	1610	1
14556	1695	368	364	2991	1481	1
14557	3267	1718	8	2217	1963	2
14558	3093	1684	1	2526	1801	2
14560	1557	508	495	2995	1303	1
14561	3356	1558	1	2799	1657	2
14565	3119	1373	575	2311	1436	2
14572	2931	1622	413	1935	1443	2
14576	1735	204	3219	3196	1661	1
14577	3299	1512	15	2265	1736	2
14579	1608	683	1058	2597	1738	1
14581	1257	504	972	2249	1512	1
14583	1281	776	885	2366	1487	1
14584	1580	704	729	2604	1336	1
14585	1685	481	969	2618	1534	1
14586	1349	477	584	2052	1652	1
14587	803	526	1207	2870	1566	1
14591	1622	654	1262	2830	1361	1
14592	3197	654	1	1688	1703	2
14594	1494	463	764	2738	1438	1
14595	2786	1078	170	2101	1299	2
14597	1	445	1678	2151	1350	1
14598	1569	526	409	2548	1377	1
14599	1290	692	355	2862	1437	1
14600	2465	1248	130	1587	1957	2
14601	3297	1631	1	1920	1937	2
14602	1032	490	905	2362	1459	1
14606	1657	337	799	2994	1282	1
14611	1214	679	526	2503	1540	1
14612	1191	662	915	2162	1383	1
14613	1112	606	179	3374	1272	1
14614	1703	418	337	3055	1292	1
14615	1042	553	662	1772	1600	1
14616	1404	382	588	2947	1577	1
14619	1370	562	522	2922	1659	1
14620	1551	486	486	2773	1661	1
14622	1624	522	772	2550	1379	1
14623	3347	2157	517	2120	1991	2
14625	1129	386	2319	3150	1350	1
14628	1117	692	1140	2496	1586	1
14630	1615	749	315	2857	1573	1
14634	1716	687	418	3052	1428	1
14636	1149	504	1053	2710	1418	1
14638	1569	584	788	2734	1753	1
14639	847	889	2187	2509	1672	1
14642	1530	486	632	2797	1596	1
14643	1224	531	204	2315	1565	1
14645	868	481	882	2548	1525	1
14648	1444	445	400	2684	1324	1
14649	2827	1680	580	2047	1787	2
14651	1205	535	658	2458	1425	1
14654	749	422	1122	2607	1545	1
14657	1625	575	791	1400	1585	1
14658	1040	481	535	2709	1655	1
14659	788	337	526	2164	1289	1
14660	2541	1063	64	1838	1738	2
14661	1300	285	481	2556	1562	1
14662	1430	745	602	2463	1524	1
14664	1998	158	3061	3408	1535	1
14665	3098	1086	1	1874	1720	2
14668	768	654	944	2785	1493	1
14671	1430	700	549	2162	1434	1
14672	2984	1344	1	377	1719	2
14675	795	610	791	1995	1600	1
14676	1512	708	517	3083	1443	1
14677	1063	544	549	2471	1356	1
14678	696	610	449	1378	1629	1
14679	1524	504	526	2448	1205	1
14680	756	687	454	2771	1547	1
14683	1493	632	692	2414	1435	1
14684	1475	654	122	3411	1466	1
14685	1277	364	868	2574	1126	1
14686	3310	1294	395	2038	1495	2
14687	1098	791	679	2324	1635	1
14690	1396	584	404	2659	1287	1
14691	3044	1792	409	2021	1844	2
14693	1350	557	557	2106	1450	1
14694	1101	233	522	2870	1404	1
14698	1515	495	980	2617	1587	1
14699	700	513	1403	1999	623	1
14700	1068	784	522	2845	1644	1
14702	3037	1284	1	1998	1437	2
14703	899	764	418	2246	1078	1
14707	1012	571	692	1585	1445	1
14708	1517	513	1675	2687	1565	1
14710	1310	593	671	2697	1472	1
14711	1796	571	1603	2371	1573	1
14712	1274	562	632	2408	1336	1
14714	1542	391	2672	2741	1499	1
14715	654	472	649	2241	1708	1
14717	1561	463	146	3016	1417	1
14719	3057	1231	289	956	1576	2
14720	2749	1553	553	2462	2054	2
14721	1361	602	404	3043	1331	1
14724	1654	810	1533	2604	1253	1
14725	2907	490	285	1765	885	2
14726	1446	486	1496	2389	1457	1
14727	1103	517	472	2478	1513	1
14728	2255	386	2630	2653	1515	1
14729	3243	1229	1	2039	1511	2
14736	868	623	716	1902	1555	1
14737	1379	445	1980	1928	1295	1
14741	1600	756	337	2953	1615	1
14743	1494	683	508	2848	1531	1
14745	1292	593	662	2886	1582	1
14749	2986	1140	557	2052	1839	2
14750	1071	237	729	2477	1185	1
14752	3039	1446	91	1935	1735	2
14753	1076	675	2206	2815	1500	1
14754	1216	490	2412	2862	1494	1
14756	3065	2252	183	64	1541	2
14759	1560	400	1723	3302	1479	1
14760	1174	602	905	2623	1398	1
14761	3037	1585	584	2413	1531	2
14762	1516	328	1599	2770	1444	1
14766	3239	1279	1	1968	1310	2
14772	2929	1359	154	2165	1619	2
14773	1168	436	233	2160	1164	1
14775	1652	404	535	2406	1324	1
14777	1461	449	950	3195	1389	1
14778	1222	1333	868	1589	1395	1
14779	1018	593	477	2190	1436	1
14780	1023	776	1520	2751	1635	1
14782	1327	562	237	2787	1571	1
14783	1244	720	806	1614	1514	1
14787	941	373	463	1829	1485	1
14790	1086	575	146	2039	1464	1
14792	1357	1110	788	2755	1553	1
14793	1364	619	628	2621	1476	1
14795	2729	2035	351	1975	1770	2
14796	1469	704	504	2747	1695	1
14800	1037	764	436	2855	1572	1
14802	636	382	422	1805	1586	1
14805	1509	882	1563	2185	1966	1
14806	1518	486	776	3174	1244	1
14807	1628	593	687	2934	1436	1
14808	1542	517	540	1998	1626	1
14809	1558	623	885	2134	1628	1
14810	986	495	708	1912	1593	1
14811	1248	517	632	2405	1396	1
14816	918	850	1571	2503	1529	1
14817	1337	749	829	2689	1515	1
14818	1222	481	662	2223	764	1
14820	1452	454	716	2581	1548	1
14821	1207	490	687	2652	1495	1
14824	1674	683	1452	2866	1592	1
14825	1108	632	737	3129	749	1
14826	3313	1454	142	2280	1625	2
14828	1640	499	584	1833	1591	1
14829	1422	208	584	2610	1611	1
14832	1009	468	818	2417	1423	1
14834	1081	821	724	2234	1572	1
14835	1541	1147	1458	2623	1628	1
14837	1385	468	1500	2486	1228	1
14839	2945	593	1	418	1623	2
14840	1430	580	311	2689	892	1
14843	3048	1071	364	1898	1428	2
14845	909	368	2081	2495	1426	1
14846	1410	602	1237	2453	1722	1
14847	3126	977	130	2002	1457	2
14848	2786	1303	162	2022	1525	2
14850	1058	535	799	2417	1533	1
14851	1076	549	928	2081	1547	1
14853	1561	553	463	2601	1423	1
14854	1281	320	229	3134	1409	1
14857	753	535	377	2731	1507	1
14858	1356	784	342	2763	1739	1
14860	1472	864	377	2468	1643	1
14862	3082	1231	1	1605	1832	2
14863	1310	645	871	2275	1567	1
14864	1021	899	1267	2846	1600	1
14866	1078	610	814	3004	1462	1
14868	1478	195	364	3204	1513	1
14869	1131	431	806	3030	1290	1
14870	3452	1837	1	1648	1881	2
14872	975	606	522	2795	1467	1
14873	724	481	756	2732	1601	1
14875	1012	289	2486	2601	1461	1
14876	1242	499	649	2619	1325	1
14879	2950	1032	170	2296	1720	2
14881	3177	1360	1	2186	1657	2
14882	1423	724	179	2761	1502	1
14884	3193	2016	588	1956	1813	2
14886	3381	1549	1	1866	1972	2
14889	1436	409	276	3108	1253	1
14891	2717	588	276	1040	1495	2
14892	2985	1381	263	1793	1825	2
14894	3027	1730	486	2069	1779	2
14895	1506	628	575	2429	1260	1
14898	2921	1910	320	1988	1498	2
14899	3294	1883	1	2381	2388	2
14902	3164	1873	254	2335	1524	2
14903	1119	259	575	2283	1526	1
14908	3087	1602	146	1343	1602	2
14911	1445	708	658	2330	1515	1
14913	3105	522	1	1868	1418	2
14914	986	477	696	2138	1272	1
14916	944	562	615	3079	1434	1
14917	2819	1468	1	2105	1521	2
14918	768	632	508	2622	1339	1
14919	760	504	772	1992	1555	1
14920	1506	934	864	2728	1322	1
14921	1316	302	418	2264	1324	1
14922	1199	400	513	2042	1494	1
14923	1439	700	544	2862	1676	1
14930	1508	662	276	2754	1048	1
14931	1463	544	459	3264	1603	1
14932	3077	753	87	553	1621	2
14933	1366	540	418	3232	1368	1
14937	3314	1364	1	2245	2416	2
14938	3044	1018	212	1950	1508	2
14942	1004	654	700	2437	1531	1
14945	1168	666	557	2242	1359	1
14946	1483	584	1162	2441	1623	1
14947	3057	1676	1	2488	1782	2
14948	1442	671	481	2646	1529	1
14949	1151	720	346	2590	1600	1
14950	1224	602	2397	2777	1532	1
14953	1499	983	346	3195	1614	1
14954	1592	481	1873	2759	1189	1
14957	3235	850	1	2042	1368	2
14959	1429	623	333	2641	1513	1
14960	1229	468	1324	2382	1623	1
14961	3468	708	1	1185	1528	2
14962	3211	1760	302	1814	1868	2
14964	1595	593	540	3060	1473	1
14965	1277	645	1391	2627	1577	1
14969	3244	1550	463	2281	1823	2
14970	810	463	2453	2417	1295	1
14972	2682	1674	158	2169	1471	2
14973	2874	1264	1	2298	1418	2
14975	1360	619	1265	2527	1500	1
14978	3137	1071	418	1983	1782	2
14981	1220	449	2403	2922	1598	1
14982	1393	526	328	2356	1577	1
14984	1354	445	636	3041	1534	1
14985	3140	1197	170	2307	1647	2
14987	3089	1147	1	2242	1633	2
14990	3176	1688	1	2023	1210	2
14991	1439	208	922	2766	1557	1
14993	1048	540	619	2534	1400	1
14994	2943	1707	553	2360	1771	2
14996	1553	575	654	2958	1515	1
14997	1224	602	553	2764	1371	1
14999	1393	580	468	2558	1695	1
15000	1531	436	983	3089	1375	1
15001	1561	254	649	2648	1516	1
15003	1071	481	1721	3196	1503	1
15005	2722	998	233	2197	1394	2
15006	1224	666	328	2203	1207	1
15010	3267	950	1	2092	1725	2
15011	3216	1382	4	2038	1741	2
15014	1603	593	404	2256	1659	1
15016	1748	683	204	3228	1286	1
15017	857	562	1105	3036	1418	1
15019	810	276	445	1474	1407	1
15020	1419	566	692	2881	1549	1
15022	1638	445	1160	2402	1314	1
15023	1563	843	1026	2375	1497	1
15024	2782	1289	1	2122	1394	2
15027	1170	409	486	2393	1317	1
15029	1480	899	704	3186	1415	1
15030	1170	373	490	2370	1583	1
15033	3226	1700	1	2054	1808	2
15035	803	708	649	2948	1404	1
15037	712	364	517	2058	1492	1
15038	1631	267	427	2855	1581	1
15039	1654	468	422	2103	1456	1
15041	1412	712	386	1907	1519	1
15042	1235	619	337	2326	1276	1
15043	1308	615	566	2385	1686	1
15045	1249	540	776	2271	1631	1
15047	1131	934	1353	2930	1552	1
15050	3180	1373	549	1799	1610	2
15051	1181	360	495	2945	1367	1
15059	1611	729	320	2732	1350	1
15060	1009	619	459	2084	1407	1
15061	3314	1168	1	2486	1794	2
15065	1174	549	847	2828	1210	1
15066	1012	449	459	2864	1680	1
15068	1229	562	1322	2644	1487	1
15069	1199	490	386	1535	1439	1
15072	1542	606	302	2453	1618	1
15075	1618	788	1231	2489	1572	1
15076	1115	632	654	2319	1426	1
15077	1495	553	810	2354	1443	1
15078	2854	938	1	1817	1513	2
15079	3026	1356	1	1272	1646	2
15084	2693	1546	355	2113	1698	2
15085	1183	1487	1001	2099	2080	1
15087	1613	454	704	2803	1336	1
15088	1253	580	531	2583	1576	1
15089	1112	472	610	3045	1350	1
15090	1279	654	64	2703	1210	1
15096	1147	477	1042	2524	1487	1
15099	1269	857	436	1489	1237	1
15100	1382	508	199	2879	1409	1
15102	2561	1061	126	1901	1438	2
15104	1435	654	606	2619	1528	1
15107	3446	2222	1	1731	2016	2
15108	2929	1419	1	2028	1300	2
15110	1398	768	254	2012	1534	1
15111	1331	619	602	1489	1466	1
15112	1565	716	1363	2551	1603	1
15116	1485	526	724	3082	1631	1
15121	1781	280	208	2909	1537	1
15123	1151	199	553	2276	1404	1
15125	959	623	658	1947	1539	1
15126	1352	623	1305	2043	1509	1
15127	1012	526	391	3155	1408	1
15128	2627	606	1648	2970	998	1
15130	3161	1112	1	2019	1534	2
15131	3505	1270	610	2571	1881	2
15132	764	522	526	2821	1450	1
15136	1071	1314	1098	1426	1311	1
15139	1718	632	306	3188	1405	1
15141	3210	1394	1	1794	1297	2
15146	3268	1807	254	1965	1952	2
15148	1195	418	306	2470	1464	1
15149	2995	1068	499	2189	1768	2
15151	1124	504	602	2518	1608	1
15152	1537	687	584	2575	1294	1
15154	1347	459	671	1806	1526	1
15155	1546	540	615	2383	1409	1
15156	1753	391	928	2766	1336	1
15157	1719	557	293	2962	1359	1
15158	1081	531	720	2805	1346	1
15159	1032	481	1452	2108	1555	1
15160	3267	1459	1	2527	1847	2
15162	962	571	593	2798	1611	1
15164	1642	780	1162	2731	1702	1
15165	2881	1287	477	1854	1414	2
15166	1405	486	289	2408	1279	1
15167	1393	606	610	3009	1531	1
15168	1040	843	395	2031	1360	1
15171	1699	463	566	2868	1508	1
15174	1622	526	1151	2963	1642	1
15175	1623	602	490	3036	1747	1
15176	772	675	628	2598	1512	1
15177	1531	436	1105	3025	1587	1
15181	1347	459	628	2690	1451	1
15183	1689	468	871	3029	1634	1
15188	3160	481	179	315	1511	2
15190	825	662	1023	2603	1289	1
15194	1197	377	760	2967	1686	1
15197	3044	1882	126	2261	2093	2
15198	1233	490	768	2765	1267	1
15200	3438	679	1	795	1295	2
15202	1393	526	696	2076	1517	1
15203	1244	566	1325	2638	1729	1
15205	1513	342	899	2566	1414	1
15206	1240	593	850	2951	1492	1
15207	3024	1131	535	2110	1853	2
15209	3266	1374	1	1383	1668	2
15210	1032	454	597	1866	1354	1
15215	1105	337	513	2571	1446	1
15218	1290	513	508	2236	1695	1
15221	1337	513	1432	2660	1484	1
15222	3219	780	1	1835	1360	2
15223	1580	662	972	2790	1611	1
15224	1410	267	454	2623	1606	1
15226	1344	658	250	2561	1518	1
15227	1571	720	436	2338	1361	1
15228	1287	499	418	2585	1157	1
15229	2843	1096	37	2039	1354	2
15230	1359	857	1393	2576	1548	1
15231	1422	580	791	2895	1378	1
15233	3005	1131	1	1536	1711	2
15234	1435	662	562	1860	1459	1
15235	3307	1662	477	2360	1561	2
15236	1653	436	472	2389	1300	1
15237	1189	422	440	3048	1536	1
15238	1270	346	602	2382	1635	1
15239	1248	422	745	2585	1361	1
15240	934	431	427	2656	1379	1
15241	2988	962	110	2244	1623	2
15245	1098	504	836	1792	1617	1
15249	1443	641	575	2169	1314	1
15250	1719	700	615	2993	1510	1
15251	3313	1361	535	2341	1556	2
15253	784	377	1181	2205	1220	1
15254	3199	1249	64	2277	1784	2
15257	1205	544	477	2825	1081	1
15258	868	636	720	2314	1471	1
15260	3429	1160	1	2473	2017	2
15262	1251	468	481	2974	1615	1
15263	3098	2184	1	1717	1535	2
15265	803	632	1045	2724	1602	1
15268	3052	1199	395	1968	1489	2
15272	3251	628	1	289	1494	2
15273	1512	619	623	2807	1497	1
15275	1470	575	683	2826	1378	1
15282	2948	1007	302	1257	992	2
15283	1723	692	459	2405	1571	1
15285	675	632	772	2323	1366	1
15288	3568	1249	1	2598	1920	2
15290	1305	490	126	3047	1511	1
15291	3383	1157	52	2342	1755	2
15292	1495	508	780	2726	1790	1
15294	3377	1826	87	2005	1426	2
15297	1183	526	588	2135	1537	1
15298	1589	440	499	2743	1488	1
15300	892	708	1525	2171	1133	1
15302	1	557	2538	1919	1709	1
15306	1045	700	628	2323	1319	1
15307	1239	195	175	2466	1037	1
15308	1680	662	346	2677	1414	1
15309	1499	351	593	3067	1400	1
15310	2831	1754	449	2514	1417	2
15311	1517	449	377	2957	1426	1
15314	1729	610	1267	3028	1357	1
15317	3137	934	187	2001	1625	2
15318	836	517	814	2829	1279	1
15319	1496	666	522	3250	1635	1
15320	1222	459	788	2143	1648	1
15323	1368	606	413	2296	1302	1
15329	965	580	753	2214	1349	1
15336	1498	413	784	2748	1499	1
15338	1395	666	373	3067	1492	1
15341	3245	1393	1	1656	1895	2
15342	3125	1485	571	1576	1504	2
15343	1203	246	2093	1749	1147	1
15349	818	320	764	2832	1063	1
15350	1334	575	692	2370	1733	1
15351	882	508	522	2143	1437	1
15352	1197	658	840	2129	1546	1
15353	1543	636	619	2664	1604	1
15365	1407	346	2148	2772	1386	1
15367	843	615	531	2362	1483	1
15368	847	649	1444	2512	1666	1
15371	847	440	889	2633	1627	1
15373	3182	1516	1	2250	1618	2
15374	1483	764	333	3158	1595	1
15379	1310	490	969	2242	1364	1
15380	2977	1375	481	2308	1636	2
15382	1736	495	158	2839	1543	1
15385	3207	1560	64	1902	1925	2
15388	704	566	472	2150	1438	1
15390	1837	733	3187	2930	1386	1
15393	3271	1379	263	2518	1639	2
15396	1246	588	3116	2177	1251	1
15397	1517	504	645	2468	1504	1
15398	1454	508	513	2376	1571	1
15403	679	454	878	2424	1782	1
15404	1580	468	836	3011	1537	1
15405	1246	504	795	2537	1461	1
15406	2898	885	170	1990	1101	2
15407	1523	463	810	2521	1611	1
15408	1668	641	806	2116	1676	1
15410	1063	495	342	2169	1423	1
15411	1149	602	806	3016	1533	1
15415	2991	768	166	2421	1596	2
15416	3254	1327	1	2060	2065	2
15418	1147	472	632	2833	1555	1
15421	696	575	895	2485	1357	1
15422	1356	553	977	3120	1553	1
15426	1088	566	720	2872	1426	1
15427	1741	355	615	3306	1600	1
15428	902	418	431	2070	1436	1
15430	1370	588	662	3057	1608	1
15431	941	571	825	2949	1764	1
15432	3110	1707	216	2117	1707	2
15435	3281	1383	658	2436	1744	2
15436	1674	477	463	2731	1703	1
15438	2390	2082	431	2184	1601	2
15440	1632	776	280	2577	1597	1
15444	1274	526	666	2532	1547	1
15445	3033	1615	1	733	1538	2
15447	1680	513	150	3156	1646	1
15449	1636	654	324	2873	1435	1
15450	1426	716	995	3083	1445	1
15453	799	440	628	2132	1317	1
15455	2806	868	12	1965	1490	2
15456	2933	1460	553	1789	1804	2
15457	2860	1172	259	2203	1366	2
15458	1410	477	1295	3026	1178	1
15459	708	377	741	2228	1239	1
15460	1029	445	134	3197	1508	1
15461	1187	799	1172	2723	1403	1
15462	1042	623	854	1688	1544	1
15464	1	254	3123	2123	1495	1
15467	1462	720	499	3261	1479	1
15468	1391	918	953	2066	1520	1
15471	1565	449	944	3168	1575	1
15472	1460	246	696	1848	1514	1
15473	1417	658	566	2353	1679	1
15475	1452	905	1172	2177	1952	1
15483	1168	575	517	2667	1633	1
15484	1328	490	142	2608	1497	1
15490	2754	1618	588	2103	1721	2
15491	1715	517	814	2506	1616	1
15494	2773	1374	1	1820	1548	2
15495	1524	649	700	2841	1435	1
15496	1023	658	610	3100	1614	1
15497	1327	632	953	3102	1451	1
15499	1117	632	1050	2324	1848	1
15501	1037	692	918	2864	1565	1
15502	1015	675	868	2750	1733	1
15511	3084	1023	1	1382	1780	2
15512	3311	1699	15	1799	1620	2
15513	3017	1001	272	1980	1735	2
15514	1029	490	814	2343	1258	1
15515	1640	580	584	3075	1391	1
15516	3418	1307	1	2252	1758	2
15517	1753	422	2351	3018	1311	1
15518	3101	1310	1	2044	1810	2
15519	720	360	342	2749	1429	1
15521	1226	355	440	2055	1514	1
15522	1528	615	788	3099	1330	1
15526	1	30	3281	2933	1529	1
15527	1279	477	645	2686	1422	1
15532	3209	915	1	1909	1639	2
15533	1009	610	687	2814	1251	1
15535	1367	413	2120	2793	1564	1
15536	1466	636	472	2332	1588	1
15539	810	481	799	2284	1703	1
15540	1403	733	704	2105	1674	1
15541	1718	584	386	2571	1618	1
15543	989	749	729	2164	1505	1
15544	2997	854	263	1799	1432	2
15545	843	571	764	1910	1503	1
15548	1207	454	409	2294	1408	1
15549	683	654	2015	2812	1425	1
15551	1528	745	187	3387	1732	1
15554	1434	628	409	2789	1621	1
15556	1115	454	776	2283	1763	1
15557	3165	1459	1	1996	1793	2
15558	1324	504	272	2536	1505	1
15560	3112	1063	1	1166	1519	2
15561	1765	843	1224	2515	1684	1
15562	1478	311	1124	2517	1153	1
15565	1058	549	944	3202	1551	1
15567	1066	704	531	2648	1619	1
15571	799	477	562	2670	1500	1
15572	1344	486	191	2433	1382	1
15574	3034	912	259	1877	1967	2
15575	895	615	549	2089	1599	1
15578	2649	1577	1	1636	1377	2
15579	1642	477	2032	2848	1596	1
15584	645	610	364	2039	1249	1
15590	1661	772	79	3303	1353	1
15591	3063	1023	1	2161	1668	2
15592	788	508	1829	2889	1587	1
15593	1681	531	395	2884	1471	1
15596	1133	615	708	2736	1584	1
15600	593	850	814	2691	1833	1
15605	1582	553	522	2493	1484	1
15606	1226	377	110	2179	1707	1
15608	1612	733	233	3133	1554	1
15611	1436	427	776	2822	1385	1
15612	2608	1581	1	2192	1614	2
15613	2934	1269	1	2343	1495	2
15616	3384	1347	1	1682	1661	2
15618	1484	854	902	2423	1625	1
15621	1386	431	2428	2032	1209	1
15622	3171	1776	142	2317	1871	2
15623	1567	508	623	2823	1341	1
15624	3208	1228	346	1857	1593	2
15625	1004	602	818	2657	1600	1
15628	3286	1882	1	1956	1166	2
15630	1567	490	871	1843	1617	1
15631	1199	526	2338	2274	1319	1
15633	1235	1103	799	1856	1737	1
15635	1485	544	882	2085	1613	1
15639	3048	1513	333	2089	1536	2
15640	1654	776	1078	2712	1468	1
15643	3209	1736	158	1964	1715	2
15644	1371	440	868	2848	1395	1
15645	3172	1418	1	2130	1575	2
15646	1207	704	1396	2753	1700	1
15650	1319	413	918	2984	1497	1
15651	1334	233	593	2437	1290	1
15653	1508	602	1199	2781	1728	1
15654	3044	1561	150	2397	1651	2
15656	1466	263	3012	2043	1456	1
15657	3049	1842	191	1251	1240	2
15658	1216	436	764	2643	1367	1
15659	3421	1558	1	2245	1423	2
15661	1357	472	1053	2211	1518	1
15662	1061	666	1078	2962	1572	1
15663	3181	1346	1	2149	1945	2
15664	3107	1472	34	1615	1886	2
15665	1199	597	575	1522	1279	1
15669	1042	280	666	2469	1813	1
